year,round,type,institute,academic_program,quota,seat_type,gender,opening_rank,closing_rank
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,54272,61716
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,8242,9027
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,3150,3152
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,49859,49859
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,58442,102529
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,16999,16999
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),10435,19681
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6666,25379
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5466,5612
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15446,15815
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,10017,11235
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),49348,50976
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,29270,31966
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1487,1487
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4257,4684
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1664,1936
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,166397,166397
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,188517,198769
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,37081,37081
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),9623,16158
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6207,19136
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7789,7794
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),22041,22041
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,16002,17295
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,963,963
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),47318,54887
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,41699,49957
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),11052,11052
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,6505,6895
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electrical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1911,2719
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,158056,158056
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,89153,159477
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,33798,33798
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),15466,28260
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,31378,31378
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6997,7030
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),22028,22028
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,13851,14578
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,1160,1160
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),59108,60872
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,39830,45717
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),10200,10200
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5188,6413
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2373,2769
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,94114,94114
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,203302,205289
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,74289,74289
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),19899,21303
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,20693,20693
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,8225,8319
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),27117,27117
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,16938,17903
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,1299,1299
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),66347,67095
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,47814,54635
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),11299,11299
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7373,7388
2026,5,NIT,National Institute of Technology Arunachal Pradesh,"Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,3039,3190
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,6,1275
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),37,37
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,35,51
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL (PwD),Gender-Neutral,12,12
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Female-only (including Supernumerary),2,19
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN,Gender-Neutral,35,137
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,OPEN (PwD),Female-only (including Supernumerary),91,91
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Female-only (including Supernumerary),26,26
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,27,103
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,ST,Female-only (including Supernumerary),14,14
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,147,147
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Female-only (including Supernumerary),95,95
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Gender-Neutral,54,56
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),155,231
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,79,272
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Female-only (including Supernumerary),25,72
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN,Gender-Neutral,130,231
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,OPEN (PwD),Gender-Neutral,1,1
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Female-only (including Supernumerary),28,28
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,42,72
2026,5,NIT,National Institute of Technology Calicut,"Architecture (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,1,6
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,EWS,Gender-Neutral,16918,16918
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,OBC-NCL,Female-only (including Supernumerary),6663,6663
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,OBC-NCL,Gender-Neutral,4614,5218
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,OBC-NCL (PwD),Gender-Neutral,440,440
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,OPEN,Female-only (including Supernumerary),16052,18226
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,OPEN,Gender-Neutral,10877,13257
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,SC,Gender-Neutral,3574,11192
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,ST,Female-only (including Supernumerary),4806,4806
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",HS,ST,Gender-Neutral,1634,1634
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,EWS,Female-only (including Supernumerary),2655,2655
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,EWS,Gender-Neutral,1413,1472
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,OBC-NCL,Female-only (including Supernumerary),4707,4707
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,OBC-NCL,Gender-Neutral,3209,3331
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,OPEN,Female-only (including Supernumerary),12491,12491
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,OPEN,Gender-Neutral,5354,7870
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,OPEN (PwD),Gender-Neutral,538,538
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,SC,Female-only (including Supernumerary),3403,3403
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,SC,Gender-Neutral,1432,1768
2026,5,NIT,National Institute of Technology Calicut,"B. Tech. (Mathematics & Computing) M. Tech. in (Mathematics & Computing) (5 Years, B.Tech. + M.Tech./MS (Dual Degree))",OS,ST,Gender-Neutral,807,807
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,20091,20091
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),12032,12032
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,12094,13234
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),27215,30113
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,24522,34340
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1373,1373
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5791,5791
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,11482,13368
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,8872,8872
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5962,5962
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,6075,6164
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),15491,15491
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,11615,13028
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),32353,32353
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,31040,33484
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1061,1061
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,5237,5348
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),2995,2995
2026,5,NIT,National Institute of Technology Calicut,"Bio Technology (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,2542,2542
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),22186,22186
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,8907,22888
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),8444,9025
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7618,8748
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,691,691
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),25195,26979
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,17759,27410
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1324,1324
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),11425,11444
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,7337,12450
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),26756,26756
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,20894,28342
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),5841,5841
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,3646,4344
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),12271,13412
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,6994,8980
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),31363,32346
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,19941,25183
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,1351,1351
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4727,5709
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4026,4658
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Female-only (including Supernumerary),206,206
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1745,1745
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1165,1706
2026,5,NIT,National Institute of Technology Calicut,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST (PwD),Gender-Neutral,72,72
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),15887,15887
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,21356,28222
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),10801,12378
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,10724,13070
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),1881,1881
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,779,779
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),20786,32974
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,22282,36432
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,1308,1308
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),9643,12272
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,8058,13975
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4812,4812
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3167,15871
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),6590,7138
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,5049,5409
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,237,237
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),13834,14764
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,9939,11334
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,540,540
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),37530,45125
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,26795,34315
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Female-only (including Supernumerary),2018,2018
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,966,966
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3885,7269
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,4142,5292
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,158,158
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1427,1712
2026,5,NIT,National Institute of Technology Calicut,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,1139,1368
2026,5,NIT,National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),2934,3227
2026,5,NIT,National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1772,8624
2026,5,NIT,National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),3857,5493
2026,5,NIT,National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2261,4321
2026,5,NIT,National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,377,377
2026,5,NIT,National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),9869,14263
2026,5,NIT,National Institute of Technology Calicut,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,4041,8814
